id,name,display_name,active,brand_id,brand_name,strain_id,strain_name,product_type_id,product_type_name,product_family_id,product_family_name,flower_type,concentrate_type,description,instructions,ingredients,allergens,solvent,servings,pack_size,weight,weight_unit,cost,min_reorder_qty,test_result_unit,thc,cbd,thc_per_serving,cbd_per_serving,sku_reference,quantity_on_hand,image_url,source
,Berry Gelato - RAW - Preroll 3g (3pk) [Phat Panda],Berry Gelato - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Berry Gelato - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Blueberry x Thin Mint Cookies. (Flavors: Wild Berries & Earthy), (Effects: Uplifting & Relaxing)",,,,,,3,3,grams,,,,,,,,,,,
,Blackberry - Preroll 3g (3pk) [Phat Panda],Blackberry - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Blackberry,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Blackberry Botanical Terpene Oil (Flavors: Berry & Woody), (Effects: Drowsy & Relaxed)",,,,,,3,3,grams,,,,,,,,,,,
,Blue Dream - RAW - Preroll 3g (3pk) [Phat Panda],Blue Dream - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Blue Dream - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk of 1g Panda kief dusted/oil infused pre-rolls. Blueberry x Haze. (Flavors: Creamy, Pine & Sweet), (Effects: Creative, Happy & Euphoria)",,,,,,3,3,grams,,,,,,,,,,,
,Blue Slushie - RAW - Preroll 3g (3pk) [Phat Panda],Blue Slushie - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Blue Slushie - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk of ou 1g Panda kief dusted/oil infused pre-rolls. Blue Cookies x Georgia Pie. (Flavors: Berry, Sweet & Blueberry), (Effects: Focus, Sociable & Happy)",,,,,,3,3,grams,,,,,,,,,,,
,Cereal Milk - RAW - Preroll 3g (3pk) [Phat Panda],Cereal Milk - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Cereal Milk - RAW,,Preroll,,,,,"(Raw Cones) A 3pk tin our 1g Panda kief dusted/oil infused pre-rolls. Snowman x Y-Life. (Flavors: Creamy, Nutty & Earthy), (Effects: Calming, Creative & Relaxing)",,,,,,3,3,grams,,,,,,,,,,,
,Creamsicle - RAW - Preroll 3g (3pk) [Phat Panda],Creamsicle - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Creamsicle - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Orange Crush x Juicy Fruit. (Flavors: Orange, Sweet Cream & Earthy), (Effects: Creative & Uplifting)",,,,,,3,3,grams,,,,,,,,,,,
,Double Blue Dream - Preroll 3g (3pk) [Phat Panda],Double Blue Dream - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Double Blue Dream,,Preroll,,,,,"A 3pk of Phat Panda kief dusted & oil infused pre-rolls. Blueberry x Haze (Flavors: Berry, Pine & Creamy), (Effects: Creative, Euphoria & Happiness)",,,,,,3,3,grams,,,,,,,,,,,
,Durban Poison - Preroll 3g (3pk) [Phat Panda],Durban Poison - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Durban Poison,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. South African Sativa. (Flavors: Pine, Herbal & Citrus), (Effects: Creative, Euphoria & Focus)",,,,,,3,3,grams,,,,,,,,,,,
,Fruit Punch - RAW - Preroll 3g (3pk) [Phat Panda],Fruit Punch - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Fruit Punch - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Fruit Punch Botanical Terpene Oil (Flavors: Tropical Fruit & Citrus), (Effects: Sociable & Euphoria)",,,,,,3,3,grams,,,,,,,,,,,
,Green Crack - RAW - Preroll 3g (3pk) [Phat Panda],Green Crack - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Green Crack - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Skunk #1 x Unknown. (Flavors: Citrus, Pine & Tart), (Effects: Sociable, Focused & Creative)",,,,,,3,3,grams,,,,,,,,,,,
,Gusherz - RAW - Preroll 3g (3pk) [Phat Panda],Gusherz - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Gusherz - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Gelato #41 x Triangle Kush. (Flavors: Sweet, Candy & Skunky), (Effects: Relaxing, Motivated & Focus)",,,,,,3,3,grams,,,,,,,,,,,
,Lime Sorbet - RAW - Preroll 3g (3pk) [Phat Panda],Lime Sorbet - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Lime Sorbet - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Lime Sorbet Botanical Terpene Oil (Flavors: Citrus, Zest & Pine), (Effects: Relaxed & Euphoria)",,,,,,3,3,grams,,,,,,,,,,,
,London Pound Cake - RAW - Preroll 3g (3pk) [Phat Panda],London Pound Cake - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,London Pound Cake - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk of our 1g Panda kief dusted/oil infused pre-rolls. Sunset Sherbet x Unknown. (Flavors: Nutty, Creamy & Earthy), (Effects: Calming, Focus & Uplifting)",,,,,,3,3,grams,,,,,,,,,,,
,MAC Stomper Raspberry - RAW - Preroll 3g (3pk) [Phat Panda],MAC Stomper Raspberry - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,MAC Stomper Raspberry - RAW,,Preroll,,,,,"A 3g-3pk of Phat Panda kief dusted & oil infused pre-rolls. MAC x Grape Stomper x Raspberry Botanical Terpene Oil (Flavors: Raspberry, Sweet & Sour), (Effects: Euphoria, Drowsy & Uplifting)",,,,,,3,3,grams,,,,,,,,,,,
,Passion Fruit - Preroll 3g (3pk) [Phat Panda],Passion Fruit - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Passion Fruit,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Burmese Kush x Grapefruit. (Flavors: Creamy, Citrus & Spicy), (Effects: Creative, Focus & Uplifting)",,,,,,3,3,grams,,,,,,,,,,,
,Pineapple Passion Fruit - Preroll 3g (3pk) [Phat Panda],Pineapple Passion Fruit - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Pineapple Passion Fruit,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Burmese Kush x Grapefruit x Pineapple Botanical Terpene Oil (Flavors: Creamy, Citrus & Spicy), (Effects: Creative, Focus & Uplifting)",,,,,,3,3,grams,,,,,,,,,,,
,Raspberry Golden Ticket - Preroll 3g (3pk) [Phat Panda],Raspberry Golden Ticket - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Raspberry Golden Ticket,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Citral Spodie x Wonka Bars x Raspberry Botanical Terpene Oil (Flavors: Fruity, Pine & Herbal), (Effects: Creative, Sociable & Relaxing)",,,,,,3,3,grams,,,,,,,,,,,
,Raspberry Skywalker - Preroll 3g (3pk) [Phat Panda],Raspberry Skywalker - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Raspberry Skywalker,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Blueberry x Mazar-I-Sharif x Raspberry Botanical Terpene Oil (Flavors: Pine, Sweet, & Peppery), (Effects: Happy, Relaxing & Hungry)",,,,,,3,3,grams,,,,,,,,,,,
,Raspberry Skywalker - RAW - Preroll 3g (3pk) [Phat Panda],Raspberry Skywalker - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Raspberry Skywalker - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. (Indica) - Blueberry x Mazar-I-Sharif x Raspberry Botanical Terpene Oil (Flavors: Pine, Sweet, & Peppery), (Effects: Happy, Relaxing & Hungry)",,,,,,3,3,grams,,,,,,,,,,,
,Slurricane - RAW - Preroll 3g (3pk) [Phat Panda],Slurricane - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Slurricane - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Dosidos x Purple Punch. (Flavors: Berry, Skunky & Earthy), (Effects: Hungry, Uplifting & Relaxing)",,,,,,3,3,grams,,,,,,,,,,,
,Strawberry Cough - Preroll 3g (3pk) [Phat Panda],Strawberry Cough - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Strawberry Cough,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Haze x Strawberry Fields. (Flavors: Fruity, Earthy & Creamy), (Effects: Calming, Focus & Happy)",,,,,,3,3,grams,,,,,,,,,,,
,Strawberry Double Banana Cake - Preroll 3g (3pk) [Phat Panda],Strawberry Double Banana Cake - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Strawberry Double Banana Cake,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Banana OG x Cheesecake x Strawberry Botanical Terpene Oil (Flavors: Strawberry, Creamy & Earthy), (Effects: Hungry, Relaxing & Calming)",,,,,,3,3,grams,,,,,,,,,,,
,Tiger Blood - RAW - Preroll 3g (3pk) [Phat Panda],Tiger Blood - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Tiger Blood - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk of our 1g Panda kief dusted/oil infused pre-rolls. Tiger Blood Botanical Terpene Oil (Flavors: Coconut, Watermelon & Berries), (Effects: Relaxed & Mellow)",,,,,,3,3,grams,,,,,,,,,,,
,Tropical Kauai - RAW - Preroll 3g (3pk) [Phat Panda],Tropical Kauai - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Tropical Kauai - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Chem Cake x Fleetwood MAC x Tropical Botanical Terpene Oil (Flavors: Skunky, Berry & Herbal), (Effects: Euphoria, Uplifting & Focus)",,,,,,3,3,grams,,,,,,,,,,,
,Tropical Trainwreck - Preroll 3g (3pk) [Phat Panda],Tropical Trainwreck - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Tropical Trainwreck,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Mexican x Thai x Afghani x Tropical Botanical Terpene Oil (Flavors: Fruity, Woody & Pine), (Effects: Uplifting, Creative, Happy)",,,,,,3,3,grams,,,,,,,,,,,
,Tropical Trainwreck - RAW - Preroll 3g (3pk) [Phat Panda],Tropical Trainwreck - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Tropical Trainwreck - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Mexican x Thai x Afghani x Tropical Botanical Terpene Oil (Flavors: Fruity, Woody & Pine), (Effects: Uplifting, Creative, Happy)",,,,,,3,3,grams,,,,,,,,,,,
,Unicorn Piss - RAW - Preroll 3g (3pk) [Phat Panda],Unicorn Piss - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Unicorn Piss - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk of our 1g Panda kief dusted/oil infused pre-rolls. Zkittlez ZOZ x Cat Piss. (Flavors: Citrus, Earthy & Pineapple), (Effects: Happy & Calming)",,,,,,3,3,grams,,,,,,,,,,,
,Washington Apple - Preroll 3g (3pk) [Phat Panda],Washington Apple - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Washington Apple,,Preroll,,,,,"A 3pk tin of our 1g Panda kief dusted/oil infused pre-rolls. Apple Botanical Terpene Oil (Flavors: Citrus, Tart & Earthy), (Effects: Euphoria & Happy)",,,,,,3,3,grams,,,,,,,,,,,
,Watermelon Mojito - RAW - Preroll 3g (3pk) [Phat Panda],Watermelon Mojito - RAW - Preroll 3g (3pk) [Phat Panda],true,,phat panda,,Watermelon Mojito - RAW,,Preroll,,,,,"(Raw Cones) - A 3pk of our 1g Panda kief dusted/oil infused pre-rolls. Watermelon Mojito Botanical Terpene Oil (Flavors: Lime, Mint & Watermelon), (Effects: Sociable & Focus)",,,,,,3,3,grams,,,,,,,,,,,
,Forbidden Fruit - Preroll 1g [Phat Panda],Forbidden Fruit - Preroll 1g [Phat Panda],true,,phat panda,,Forbidden Fruit,,Preroll,,,,,"1g bubble hash infused Panda preroll. Cherry Pie x Tangie (Flavors: Lemon, Fruity, & Earthy), (Effects: Relaxing, Calming & Hungry)",,,,,,1,1,grams,,,,,,,,,,,
,Gary Payton - Preroll 1g [Phat Panda],Gary Payton - Preroll 1g [Phat Panda],true,,phat panda,,Gary Payton,,Preroll,,,,,"1g bubble hash infused Panda preroll. The Y x Snowman (Flavors: Peppery, Lavender & Nutty), (Effects: Focus, Relaxing & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Golden Pineapple - Preroll 1g [Phat Panda],Golden Pineapple - Preroll 1g [Phat Panda],true,,phat panda,,Golden Pineapple,,Preroll,,,,,"1g bubble hash infused Panda preroll. Golden Goat x Pineapple Kush (Flavors:Pineapple Spicy & Pine), (Effects: Creative, Relaxing & Sociable)",,,,,,1,1,grams,,,,,,,,,,,
,Ice Cream Cake - Preroll 1g [Phat Panda],Ice Cream Cake - Preroll 1g [Phat Panda],true,,phat panda,,Ice Cream Cake,,Preroll,,,,,"1g bubble hash infused Panda preroll. Gelato 33 x Wedding Cake (Flavors: Creamy, Nutty & Sweet), (Effects: Hungry, Relaxing & Drowsy)",,,,,,1,1,grams,,,,,,,,,,,
,Kauai - Preroll 1g [Phat Panda],Kauai - Preroll 1g [Phat Panda],true,,phat panda,,Kauai,,Preroll,,,,,"1g bubble hash infused Panda preroll. Chem Cake x Fleetwood MAC (Flavors: Berry, Skunky, Sweet & Tropical), (Effects: Euphoria, Relaxing & Giggly)",,,,,,1,1,grams,,,,,,,,,,,
,MAC Stomper - Preroll 1g [Phat Panda],MAC Stomper - Preroll 1g [Phat Panda],true,,phat panda,,MAC Stomper,,Preroll,,,,,"1g bubble hash infused Panda preroll. MAC x Grape Stomper (Flavors: Berry, Sweet & Sour), (Effects: Euphoria, Drowsy & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Motorbreath #15 - Preroll 1g [Phat Panda],Motorbreath #15 - Preroll 1g [Phat Panda],true,,phat panda,,Motorbreath #15,,Preroll,,,,,"1g bubble hash infused Panda preroll. Chem D Kush x SFV OG Kush (Flavors: Pine, Lemon & Citrus) , (Effects: Drowsy, Calming & Body High)",,,,,,1,1,grams,,,,,,,,,,,
,OG Chem - Preroll 1g [Phat Panda],OG Chem - Preroll 1g [Phat Panda],true,,phat panda,,OG Chem,,Preroll,,,,,"1g bubble hash infused Panda preroll. Chemdawg x OG Kush (Flavors: Chemical, Diesel, & Pine) - (Effects: Creative, Sociable, & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Papaya Cake - Preroll 1g [Phat Panda],Papaya Cake - Preroll 1g [Phat Panda],true,,phat panda,,Papaya Cake,,Preroll,,,,,"1g bubble hash infused Panda preroll. Papaya x Wedding Cake (Flavors: Fruity, Sour & Spicy) - (Effects: Hungry, Drowsy, & Calming)",,,,,,1,1,grams,,,,,,,,,,,
,Sunset Sherbet - Preroll 1g [Phat Panda],Sunset Sherbet - Preroll 1g [Phat Panda],true,,phat panda,,Sunset Sherbet,,Preroll,,,,,"1g bubble hash infused Panda preroll. Pink Panties x Girl Scout Cookies (Flavors: Creamy, Nutty, Sweet & Fruity) - (Effects: Hungry, Relaxing, & Drowsy)",,,,,,1,1,grams,,,,,,,,,,,
,Trophy Wife - Preroll 1g [Phat Panda],Trophy Wife - Preroll 1g [Phat Panda],true,,phat panda,,Trophy Wife,,Preroll,,,,,"1g bubble hash infused Panda preroll. Wedding Cake F2 #3 (Flavors: Creamy, Sweet & Spicy), (Effects: Euphoria, Calming & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,12th Man Down - Preroll 1g (2pk) [Phat Panda],12th Man Down - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,12th Man Down,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Unknown x OG Kush (Flavors: Pine, Sweet & Spicy), (Effects: Relaxing, Uplifting & Sociable)",,,,,,2,1,grams,,,,,,,,,,,
,Apple MAC - Preroll 1g (2pk) [Phat Panda],Apple MAC - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Apple MAC,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. MAC 1 x Trophy Wife (Flavors: Fruity, Nutty, Sweet & Sour), (Effects: Aroused, Creative, Focus & Uplifting),",,,,,,2,1,grams,,,,,,,,,,,
,Beach Babe - Preroll 1g (2pk) [Phat Panda],Beach Babe - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Beach Babe,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Maui Wowie x Trophy Wife (Flavors: Sweet, Sour & Fruity), (Effects: Euphoria, Relaxing & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Blue Dream - Preroll 1g (2pk) [Phat Panda],Blue Dream - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Blue Dream,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Blueberry x Haze (Flavors: Berry, Pine & Creamy), (Effects: Creative, Euphoria & Happiness)",,,,,,2,1,grams,,,,,,,,,,,
,Bop Gun - Preroll 1g (2pk) [Phat Panda],Bop Gun - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Bop Gun,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Dosidos x Papaya - (Flavors: Cheesy, Earthy, & Citrusy) - (Effects: Relaxed, Creative, & Euphoric)",,,,,,2,1,grams,,,,,,,,,,,
,Cenex - Preroll 1g (2pk) [Phat Panda],Cenex - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Cenex,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Cinderella 99 x Vortex (Flavors: Citrus, Sweet, & Sour) - (Effects: Happy, Uplifting, & Euphoric Focus)",,,,,,2,1,grams,,,,,,,,,,,
,Cheetah Piss - Preroll 1g (2pk) [Phat Panda],Cheetah Piss - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Cheetah Piss,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Lemonnade x Gelato x London Pound Cake (Flavors: Sour Citrus, Skunk, & Cheesy) - (Effects: Focused, Euphoric, & Sociable)",,,,,,2,1,grams,,,,,,,,,,,
,Chicken & Waffles - Preroll 1g (2pk) [Phat Panda],Chicken & Waffles - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Chicken & Waffles,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. MAC x Cow God x Redneck Wedding (Flavors: Nutty, Pine & Creamy), (Effects: Aroused, Creative & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Dutch Cake - Preroll 1g (2pk) [Phat Panda],Dutch Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Dutch Cake,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Dutch Treat x Wedding Cake (Flavors: Creamy, Earthy & Sweet), (Effects: Relaxing, Calming & Euphoric)",,,,,,2,1,grams,,,,,,,,,,,
,Dutch Delight - Preroll 1g (2pk) [Phat Panda],Dutch Delight - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Dutch Delight,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Dutch Treat x Trophy Wife (Flavors: Citrus, Pine, & Peppery) - (Effects: Euphoric, Hungry, & Sociable)",,,,,,2,1,grams,,,,,,,,,,,
,Durban Diva - Preroll 1g (2pk) [Phat Panda],Durban Diva - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Durban Diva,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Grape Durbs x Trophy Wife (Flavors: Grape, Sweet, Diesel & Earthy) - (Effects: Calming, Relaxing, & Sociable)",,,,,,2,1,grams,,,,,,,,,,,
,Gary Payton - Preroll 1g (2pk) [Phat Panda],Gary Payton - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Gary Payton,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. The Y x Snowman (Flavors: Diesel, Herbal, Sweet & Spicy), (Effects: Creative, Euphoria, Focus & Giggly),",,,,,,2,1,grams,,,,,,,,,,,
,GMO - Preroll 1g (2pk) [Phat Panda],GMO - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,GMO,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Girl Scout Cookies x Chemdawg (Flavors: Earthy, Peppery & Sweet), (Effects: Drowsy, Sociable & Giggly)",,,,,,2,1,grams,,,,,,,,,,,
,Golden Pineapple - Preroll 1g (2pk) [Phat Panda],Golden Pineapple - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Golden Pineapple,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls.Golden Goat x Pineapple Kush (Flavors: Fruity, Citrus, Sweet& Sour) - (Effects: Creative, Euphoria, & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Golden Ticket - Preroll 1g (2pk) [Phat Panda],Golden Ticket - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Golden Ticket,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Citral Spodie x Wonka Bars (Flavors: Citrus, Lemon & Lime), (Effects: Creative, Euphoria, & Sociable)",,,,,,2,1,grams,,,,,,,,,,,
,Grand Daddy Purple - Preroll 1g (2pk) [Phat Panda],Grand Daddy Purple - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Grand Daddy Purple,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. (Purple Urkle x Big Bud (Flavors: Grape, Pine & Earthy), (Effects: Euphoria, Happy & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Gusherz - Preroll 1g (2pk) [Phat Panda],Gusherz - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Gusherz,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Gelato 41 x Triangle Kush (Flavors: Berry, Sour & Tropical), (Effects: Relaxing, Creative & Euphoric)",,,,,,2,1,grams,,,,,,,,,,,
,High Life - Preroll 1g (2pk) [Phat Panda],High Life - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,High Life,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Seattle Sour Kush x Trophy Wife (Flavors: Pine, Sweet & Berry), (Effects: (Calming, Hungry & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Ice Cream Cake - Preroll 1g (2pk) [Phat Panda],Ice Cream Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Ice Cream Cake,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Wedding Cake x Gelato #33 (Flavors: Creamy, Nutty & Sweet) - (Effects: Hungry, Drowsy, & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Just the Tip - Preroll 1g (2pk) [Phat Panda],Just the Tip - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Just the Tip,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Montana Silvertip x Trophy Wife (Flavors: Vanilla, Earthy & Sweet),(Effects: Drowsy, Happy & Hungry),",,,,,,2,1,grams,,,,,,,,,,,
,Kauai - Preroll 1g (2pk) [Phat Panda],Kauai - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Kauai,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Chem Cake x Fleetwood MAC (Flavors: Berry, Skunky, Sweet & Tropical), (Effects: Euphoria, Relaxing & Giggly)",,,,,,2,1,grams,,,,,,,,,,,
,London Pound Cake - Preroll 1g (2pk) [Phat Panda],London Pound Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,London Pound Cake,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Sunset Sherbet x Unknown (Flavors: Sweet, Pine, & Cakey), (Effects: Creative, Calming & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,MAC Berry - Preroll 1g (2pk) [Phat Panda],MAC Berry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,MAC Berry,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. M.A.C x Strawberry Cookies & Cream (Flavors: Fruity, Cookie & Nutty), (Effects: Tingly, Calming & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,MAC Stomper - Preroll 1g (2pk) [Phat Panda],MAC Stomper - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,MAC Stomper,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. MAC x Grape Stomper (Flavors: Berry, Sweet & Sour), (Effects: Euphoria, Drowsy & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Monkey Business - Preroll 1g (2pk) [Phat Panda],Monkey Business - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Monkey Business,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Gorilla Grapes x Trophy Wife (Flavors: Citrus, Fruity, Skunky & Sour), (Effects: Hungry, Relaxing & Drowsy)",,,,,,2,1,grams,,,,,,,,,,,
,Motorbreath #15 - Preroll 1g (2pk) [Phat Panda],Motorbreath #15 - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Motorbreath #15,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. SFV OG x Chemdog D Kush (Flavors: Diesel, Citrus, Lemon & Pine), (Effects: Euphoria, Hungry, & Drowsy)",,,,,,2,1,grams,,,,,,,,,,,
,Moon Balls - Preroll 1g (2pk) [Phat Panda],Moon Balls - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Moon Balls,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Grape Cream Cake x Trophy Wife (Flavors: Earthy, Sweet & Creamy), (Effects: Relaxing, Calming & Euphoria)",,,,,,2,1,grams,,,,,,,,,,,
,Non GMO - Preroll 1g (2pk) [Phat Panda],Non GMO - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Non GMO,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. GMO x Grape Cream Cake (Flavors: Diesel, Nutty, Sweet Grape & Spicy), (Effects: Calming, Relaxing & Euphoria)",,,,,,2,1,grams,,,,,,,,,,,
,OG Chem - Preroll 1g (2pk) [Phat Panda],OG Chem - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,OG Chem,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Chemdawg x OG Kush (Flavors: Chemical, Diesel, & Pine) - (Effects: Creative, Sociable, & Euphoria)",,,,,,2,1,grams,,,,,,,,,,,
,Pineapple Mintz - Preroll 1g (2pk) [Phat Panda],Pineapple Mintz - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Pineapple Mintz,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda preroll. Golden Pineapple x Kush Mintz (Flavors: Citrus, Sour & Earthy), (Effects: Creative, Giggly & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
